SP2-0734: unknown command beginning "ttile 'Ses..." - rest of line ignored.

    CODIGO ISBN          COD_SUC COD_LECTOR ANIO                                                                                    
      3996 5024368            14    7124874 1996                                                                                    
       288 5023048            14    7829354 1998                                                                                    
       264 5023048            14    7462906 1998                                                                                    
      2712 5023732            14    7251874 1999                                                                                    
      4776 5024728            14    6859236 1999                                                                                    
       276 5023048            14   74567890 2001                                                                                    
       540 5023144            14    7839293 2003                                                                                    
       300 5023048            14   12312389 2003                                                                                    
       432 5023132            14    7432653 2003                                                                                    
       456 5023132            14    7219752 2004                                                                                    
      4380 5024596            14    7326263 2009                                                                                    
      5700 5024944            14    7823172 2010                                                                                    
      6324 5025208            14    6373728 2010                                                                                    
      4824 5024728            14    7348383 2010                                                                                    
      4404 5024596            14   74196599 2010                                                                                    
      4392 5024596            14   25254178 2010                                                                                    
      2724 5023732            14    8939302 2010                                                                                    
      4860 5024728            14    8393920 2010                                                                                    
      5712 5024944            14    7395860 2010                                                                                    
      6048 5025100            14    7425362 2011                                                                                    
      5688 5024944            14   11592038 2011                                                                                    
      4848 5024728            14   14244148 2011                                                                                    
      4836 5024728            14    2894123 2011                                                                                    
      4032 5024368            14   74196599 2011                                                                                    
      4008 5024368            14    8393920 2011                                                                                    
      2736 5023732            14    9029648 2011                                                                                    
       564 5023144            14    7219752 2011                                                                                    
       552 5023144            14    7389298 2011                                                                                    
       480 5023132            14    4839392 2011                                                                                    
       468 5023132            14   71493016 2011                                                                                    
      7080 5025388            14     773983 2011                                                                                    
      4020 5024368            14    8939392 2011                                                                                    
      6396 5025256            15    7828645 1990                                                                                    
      6828 5025364            15   16738222 1991                                                                                    
      1488 5023468            15   11932930 1991                                                                                    
      6840 5025364            15   22874843 1992                                                                                    
      4212 5024524            15    7389298 1992                                                                                    
      7884 5025808            15   12939272 1993                                                                                    
      4116 5024416            15    7462906 1993                                                                                    
      4236 5024524            15    6373728 1993                                                                                    
      4092 5024416            15   32947683 1993                                                                                    
      7908 5025808            15   11279546 1994                                                                                    
      4200 5024524            15    8382939 1994                                                                                    
      5328 5024908            15    3546546 1994                                                                                    
      5316 5024908            15    8382939 1995                                                                                    
      5772 5025040            15    8939302 1995                                                                                    
      3912 5024236            15   91243322 1996                                                                                    
      6852 5025364            15   25254178 1997                                                                                    
      4080 5024416            15   25254178 1997                                                                                    
      4104 5024416            15   71954201 1999                                                                                    
      1716 5023516            15   11443122 1999                                                                                    
      6384 5025256            15    7897445 2001                                                                                    
      1644 5023504            15    7839282 2001                                                                                    
      5784 5025040            15    8433839 2002                                                                                    
      5340 5024908            15    4568418 2003                                                                                    
      1728 5023516            15    8433839 2004                                                                                    
      7896 5025808            15   11592038 2005                                                                                    
      4224 5024524            15    7823172 2008                                                                                    
      5364 5024908            15   13929272 2010                                                                                    
      5808 5025040            15   20937832 2010                                                                                    
      5796 5025040            15   16738222 2010                                                                                    
      1656 5023504            15    8382939 2010                                                                                    
      2868 5023804            15    7829354 2010                                                                                    
      7920 5025808            15    7152638 2010                                                                                    
      6408 5025256            15    3546546 2010                                                                                    
      6432 5025256            15    7823172 2011                                                                                    
      6420 5025256            15    7839293 2011                                                                                    
       156 5023048            15   71493016 2011                                                                                    
      1740 5023516            15    7425362 2011                                                                                    
      1752 5023516            15    9262873 2011                                                                                    
      5376 5024908            15   71259836 2011                                                                                    
      5352 5024908            15   14244148 2011                                                                                    
      1524 5023468            15   71954201 2011                                                                                    
      1512 5023468            15    4566784 2011                                                                                    
      1500 5023468            15    7425362 2011                                                                                    

664 rows selected.

